id	Sentença	Posição da palavra alvo	Palavra alvo	Classe	Obra	Autor	Ano	Movimento	tamanho sentença
1728	Paulo Borges, o adúltero, Paulo Borges o desvairado se curvou ante a negra, sua escrava, e escreveu nos seus pés a sentença da última degradação da esposa virtuosa e honestíssima.	17	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	35
1729	No dia seguinte, e a despeito da vontade expressa de Teresa, Esméria entrou pela porta da cozinha da casa da família de Paulo Borges, e teve ali quarto separado e distinto do dormitório das outras escravas internas.	38	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	41
1738	A escrava ia marchando para o apogeu do seu poder sobre Paulo Borges cada dia mais desprezível e abjeto.	1	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	20
1740	e nem podia ser de outro modo, porque por um lado as escravas parceiras da amante do senhor não podiam respeitá-la bastante, e por outro a crioula que não conseguia, ou não procurava vencer seus hábitos de devassidão precisava freqüentemente do segredo e da indulgência das companheiras para escapar aos furores de Paulo Borges.	28	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	58
1740	e nem podia ser de outro modo, porque por um lado as escravas parceiras da amante do senhor não podiam respeitá-la bastante, e por outro a crioula que não conseguia, ou não procurava vencer seus hábitos de devassidão precisava freqüentemente do segredo e da indulgência das companheiras para escapar aos furores de Paulo Borges.	13	escravas	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	58
1740	e nem podia ser de outro modo, porque por um lado as escravas parceiras da amante do senhor não podiam respeitá-la bastante, e por outro a crioula que não conseguia, ou não procurava vencer seus hábitos de devassidão precisava freqüentemente do segredo e da indulgência das companheiras para escapar aos furores de Paulo Borges.	18	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	58
1744	já seu amor da riqueza se alvoroçava com os desbaratos da dispensa, com os furtos nos armazéns, com a eleva- ção das despesas: – como a embriaguez habitual, a que sucede a prostração, o desgosto, a náusea, o rebaixamento moral, e também a irritação sequiosa e exigente do álcool envenenador, – a turva, indecorosa e repugnante paixão que Paulo Borges tomara pela negra dava-lhe após o frenesi o remorso, o aborrecimento do seu viver, a consciência e a vergonha da sua torpeza, embora o vício informe de novo e sempre o impelisse ao abismo de perversão.	72	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	110
1746	Teresa, que não reunia à grande soma de suas virtudes o dote precioso da energia, apenas defesava a sua dignidade no absoluto encerro do gabinete, onde em vida se sepultara, vivendo só para seus filhos cuja companhia zelava, e onde unicamente admitia uma velha escrava a que incumbira de levar-lhe as refeições diárias.	49	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	59
1757	a infeliz senhora resistiu silenciosa por três dias; depois não pôde mais: a agravação daqueles sintomas, os suores frios, o abatimento e concentração do pulso, a alteração profunda da fisionomia, os movimentos convulsivos, a prostração, a ansiedade extrema rapidamente se manifestavam aos olhos do marido adúltero que fora chamado para acudir à sua vítima.	2	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	63
1759	Mas, em vez de um médico hábil, veio em socorro da mísera senhora um famoso curandeiro, o Hipócrates da fazenda, o doutor Bonifácio, como o chamavam, antigo enfermeiro de não sabemos que hospital da corte, e que retirado para o interior da província, dava-se impunemente no município de...	14	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	57
1776	A suspeita de envenenamento revoltou-o, e embora visse Esméria desfeita em lágrimas a lamentar o passamento da senhora, esperou obumbrado o seu sábio curandeiro, e apenas o viu chegar, correu a ele, levou-o a examinar o cadáver, e disse por fim: – Minha mulher morreu envenenada, não é verdade?	18	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	58
1777	O senhor tem obrigação de dizê-lo: fale!	1	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	9
1796	Há envenenamentos propinados por escravos que desapercebidamente ou apenas de leve suspeitos, escapam impunes aos senhores e à autoridade pública.	4	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	22
1799	Enquanto no Brasil houverem escravos, estarão nossas famílias facilmente expostas a envenenamentos e a tentativas de envenenamentos por eles propinados.	4	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	22
1800	E, o que é mais, em dez casos desses crimes ou de tentativas desses crimes dois serão contra o senhor, oito contra a senhora.	26	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	28
1800	E, o que é mais, em dez casos desses crimes ou de tentativas desses crimes dois serão contra o senhor, oito contra a senhora.	21	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	28
1803	pois que neste caso o forte escudo dos senhores contra o ódio dos escravos é principalmente a ignorância e a bruteza destes.	13	escravos	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
1806	a senhora, a escrava tomou-lhe o lugar na sala, e nada mais teve a desejar em relação ao domínio da fazenda do senhor.	4	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	26
1806	a senhora, a escrava tomou-lhe o lugar na sala, e nada mais teve a desejar em relação ao domínio da fazenda do senhor.	1	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	26
1806	a senhora, a escrava tomou-lhe o lugar na sala, e nada mais teve a desejar em relação ao domínio da fazenda do senhor.	24	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	26
1807	A vaidade da alta posição imerecida inspirou dentro em pouco arrogância e soberba a Esméria que, reputando já inabalável o seu poder, maltratou e tiranizou as parceiras que tarde compreenderam o que tinham perdido em sua boa e legítima senhora.	41	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	43
1809	A crioula após a morte de Teresa e a sua absoluta dominação aborrecera profundamente a Pai-Raiol, e daria tudo pelo golpe que para sempre a livrasse dele.	1	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	29
1810	A escrava tornada senhora do desprezível senhor exasperava-se por continuar escrava do escravo mais hediondo; ela, porém, não ousava arrostar Pai-Raiol o feiticeiro, o rei das serpentes, o demônio que matava de longe com os olhos: poderia facilmente conseguir que Paulo Borges mandasse vender em outro município ou em outra província o seu detestável sócio; já tinha pensado nesse recurso;	12	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	68
1810	A escrava tornada senhora do desprezível senhor exasperava-se por continuar escrava do escravo mais hediondo; ela, porém, não ousava arrostar Pai-Raiol o feiticeiro, o rei das serpentes, o demônio que matava de longe com os olhos: poderia facilmente conseguir que Paulo Borges mandasse vender em outro município ou em outra província o seu detestável sócio; já tinha pensado nesse recurso;	1	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	68
1810	A escrava tornada senhora do desprezível senhor exasperava-se por continuar escrava do escravo mais hediondo; ela, porém, não ousava arrostar Pai-Raiol o feiticeiro, o rei das serpentes, o demônio que matava de longe com os olhos: poderia facilmente conseguir que Paulo Borges mandasse vender em outro município ou em outra província o seu detestável sócio; já tinha pensado nesse recurso;	10	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	68
1810	A escrava tornada senhora do desprezível senhor exasperava-se por continuar escrava do escravo mais hediondo; ela, porém, não ousava arrostar Pai-Raiol o feiticeiro, o rei das serpentes, o demônio que matava de longe com os olhos: poderia facilmente conseguir que Paulo Borges mandasse vender em outro município ou em outra província o seu detestável sócio; já tinha pensado nesse recurso;	3	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	68
1810	A escrava tornada senhora do desprezível senhor exasperava-se por continuar escrava do escravo mais hediondo; ela, porém, não ousava arrostar Pai-Raiol o feiticeiro, o rei das serpentes, o demônio que matava de longe com os olhos: poderia facilmente conseguir que Paulo Borges mandasse vender em outro município ou em outra província o seu detestável sócio; já tinha pensado nesse recurso;	6	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	68
1812	Assim, pois, abafando no coração a raiva, e sempre sob a influência do terror que lhe causava o negro africano, a crioula vaidosa e soberba continuava a obedecer ao Pai-Raiol, que era ainda o seu amante tornado então repugnante para ela, que todavia apenas escutava o silvo da serpente, corria trêmula, coagida, dentro de si revoltada, mas fingindo-se contente e afetuosa quando se mostrava ao seu único senhor.	21	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	79
1812	Assim, pois, abafando no coração a raiva, e sempre sob a influência do terror que lhe causava o negro africano, a crioula vaidosa e soberba continuava a obedecer ao Pai-Raiol, que era ainda o seu amante tornado então repugnante para ela, que todavia apenas escutava o silvo da serpente, corria trêmula, coagida, dentro de si revoltada, mas fingindo-se contente e afetuosa quando se mostrava ao seu único senhor.	25	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	79
1812	Assim, pois, abafando no coração a raiva, e sempre sob a influência do terror que lhe causava o negro africano, a crioula vaidosa e soberba continuava a obedecer ao Pai-Raiol, que era ainda o seu amante tornado então repugnante para ela, que todavia apenas escutava o silvo da serpente, corria trêmula, coagida, dentro de si revoltada, mas fingindo-se contente e afetuosa quando se mostrava ao seu único senhor.	77	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	79
1817	Com a gradual elevação da crioula, dir-se-ia que fora também crescendo o amor selvagem que o Pai-Raiol tinha por ela, e a improvisada e arrogante senhora recebia risonha, mas em fúria, donosa, mas em desespero, os afagos do antigo amante que ela então estimaria poder matar.	5	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	53
1817	Com a gradual elevação da crioula, dir-se-ia que fora também crescendo o amor selvagem que o Pai-Raiol tinha por ela, e a improvisada e arrogante senhora recebia risonha, mas em fúria, donosa, mas em desespero, os afagos do antigo amante que ela então estimaria poder matar.	27	senhora	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	53
1824	O negro ria-se de modo a causar pavor;	1	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	9
1835	A crioula malvada era menos celerada que o negro africano; este, porém, fitando nela seus olhos vesgos, disse: –	8	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	24
1835	A crioula malvada era menos celerada que o negro africano; este, porém, fitando nela seus olhos vesgos, disse: –	1	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	24
1837	– O senhor teve suspeitas de que sua mulher tivesse morrido envenenada; eu o ouvi fazer perguntas sobre isso ao cirurgião...	2	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	23
1838	O negro encolheu os ombros.	1	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	6
1845	– Eu pensarei nisso – disse a crioula, convulsando.	7	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	11
1852	Daí a pouco o negro riu-se, olhando para o ventre da crioula.	4	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
1852	Daí a pouco o negro riu-se, olhando para o ventre da crioula.	12	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	14
1854	A crioula cruzou instintivamente as mãos sobre o ventre e voltou-se para um lado, como a defender o filho do olhar do feiticeiro.	1	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	25
1855	O Pai-Raiol ou não percebeu o motivo do movimento que fizera a escrava que ia ser mãe, ou não se agastou com isso, e continuando a rir, acrescentou: – Se é filho do velho tigre, fica muito rico no fim da outra lua nova.	12	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	50
1858	-Raiol tinha deixado veneno no seio da crioula, que gravou na memória as últimas palavras que acabara de ouvir-lhe.	7	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	21
1859	A fraca e explicável compaixão, com que a escrava erigida em dona da casa defendera seus inocentes senhores-meninos, estremeceu ao primeiro despertar da ambição da negra próxima a ser mãe.	27	negra	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	33
1859	A fraca e explicável compaixão, com que a escrava erigida em dona da casa defendera seus inocentes senhores-meninos, estremeceu ao primeiro despertar da ambição da negra próxima a ser mãe.	9	escrava	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	33
1861	A crioula refletindo obumbrada e desgostosa saiu do laranjal, e encaminhou-se para a porta da cozinha, quando voltou os olhos, ouvindo a voz de alguém que lhe disse:	1	crioula	crioulo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	32
1863	Você anda enganando senhor.	3	senhor	senhor	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	5
1865	pareceu esquecer as idéias que a preocupavam e menos altiva com o negro que lhe falara debruçado sobre a cerca de pau que separava o quintal do campo, deu logo depois alguns passos para ele e respondeu, rindo-se: – Fui passear, tio Alberto.	12	negro	negro	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	48
1866	O tio Alberto representava o contraste mais completo do Pai-Raiol: era um escravo africano de trinta anos de idade, e de alta estatura; tinha fronte elevada, os olhos grandes e brilhantes, a cor preta um pouco luzidia, os dentes brancos e perfeitos, largas espáduas, grossos e bem torneados braços possantes e formas justamente proporcionais:	13	escravo	escravo	As Vítimas-Algozes	Joaquim Manuel de Macedo	1869	Romantismo	63
